Timestamp,Raw Data
2026-02-27 21:03:19.840,+02.502937
2026-02-27 21:03:21.843,+02.502936
2026-02-27 21:03:23.845,+02.502937
2026-02-27 21:03:25.848,+02.502936
2026-02-27 21:03:27.840,+02.502933
2026-02-27 21:03:29.842,+02.502940
2026-02-27 21:03:31.844,+02.502941
2026-02-27 21:03:33.847,+02.502938
2026-02-27 21:03:35.838,+02.502938
2026-02-27 21:03:37.841,+02.502931
2026-02-27 21:03:39.843,+02.502933
2026-02-27 21:03:41.845,+02.502932
2026-02-27 21:03:43.848,+02.502932
2026-02-27 21:03:45.840,+02.502932
2026-02-27 21:03:47.843,+02.502932
2026-02-27 21:03:49.845,+02.502934
2026-02-27 21:03:51.848,+02.502929
2026-02-27 21:03:53.839,+02.502928
2026-02-27 21:03:55.842,+02.502931
2026-02-27 21:03:57.844,+02.502928
2026-02-27 21:03:59.846,+02.502931
2026-02-27 21:04:01.839,+02.502927
2026-02-27 21:04:03.840,+02.502924
2026-02-27 21:04:05.843,+02.502926
2026-02-27 21:04:07.845,+02.502924
2026-02-27 21:04:09.837,+02.502924
2026-02-27 21:04:11.839,+02.502925
2026-02-27 21:04:13.842,+02.502925
2026-02-27 21:04:15.844,+02.502919
2026-02-27 21:04:17.847,+02.502923
2026-02-27 21:04:19.839,+02.502924
2026-02-27 21:04:21.841,+02.502920
2026-02-27 21:04:23.843,+02.502921
2026-02-27 21:04:25.845,+02.502916
2026-02-27 21:04:27.838,+02.502913
2026-02-27 21:04:29.840,+02.502916
2026-02-27 21:04:31.842,+02.502915
2026-02-27 21:04:33.844,+02.502914
2026-02-27 21:04:35.837,+02.502915
2026-02-27 21:04:37.839,+02.502912
2026-02-27 21:04:39.841,+02.502912
2026-02-27 21:04:41.843,+02.502905
2026-02-27 21:04:43.846,+02.502907
2026-02-27 21:04:45.838,+02.502909
2026-02-27 21:04:47.841,+02.502908
2026-02-27 21:04:49.842,+02.502909
2026-02-27 21:04:51.845,+02.502906
2026-02-27 21:04:53.837,+02.502909
2026-02-27 21:04:55.840,+02.502907
2026-02-27 21:04:57.842,+02.502904
2026-02-27 21:04:59.844,+02.502909
2026-02-27 21:05:01.836,+02.502908
2026-02-27 21:05:03.839,+02.502902
2026-02-27 21:05:05.841,+02.502903
2026-02-27 21:05:07.843,+02.502901
2026-02-27 21:05:09.835,+02.502903
2026-02-27 21:05:11.838,+02.502898
2026-02-27 21:05:13.840,+02.502903
2026-02-27 21:05:15.842,+02.502897
2026-02-27 21:05:17.844,+02.502898
2026-02-27 21:05:19.836,+02.502898
2026-02-27 21:05:21.839,+02.502900
2026-02-27 21:05:23.841,+02.502898
2026-02-27 21:05:25.843,+02.502897
2026-02-27 21:05:27.835,+02.502896
2026-02-27 21:05:29.838,+02.502901
2026-02-27 21:05:31.840,+02.502897
2026-02-27 21:05:33.842,+02.502898
2026-02-27 21:05:35.835,+02.502899
2026-02-27 21:05:37.837,+02.502895
2026-02-27 21:05:39.839,+02.502897
2026-02-27 21:05:41.842,+02.502893
2026-02-27 21:05:43.834,+02.502893
2026-02-27 21:05:45.836,+02.502894
2026-02-27 21:05:47.838,+02.502892
2026-02-27 21:05:49.840,+02.502895
2026-02-27 21:05:51.843,+02.502891
2026-02-27 21:05:53.835,+02.502894
2026-02-27 21:05:55.837,+02.502895
2026-02-27 21:05:57.839,+02.502878
2026-02-27 21:05:59.842,+02.503069
2026-02-27 21:06:01.834,+02.503096
2026-02-27 21:06:03.836,+02.503100
2026-02-27 21:06:05.839,+02.503133
2026-02-27 21:06:07.841,+02.503120
2026-02-27 21:06:09.833,+02.503117
2026-02-27 21:06:11.835,+02.503123
2026-02-27 21:06:13.838,+02.503118
2026-02-27 21:06:15.841,+02.503116
2026-02-27 21:06:17.832,+02.503099
2026-02-27 21:06:19.834,+02.503104
2026-02-27 21:06:21.836,+02.503128
2026-02-27 21:06:23.839,+02.503117
2026-02-27 21:06:25.842,+02.503116
2026-02-27 21:06:27.834,+02.503114
2026-02-27 21:06:29.836,+02.503104
2026-02-27 21:06:31.838,+02.503102
2026-02-27 21:06:33.840,+02.503108
2026-02-27 21:06:35.832,+02.503109
2026-02-27 21:06:37.835,+02.503108
2026-02-27 21:06:39.837,+02.503109
2026-02-27 21:06:41.840,+02.503115
2026-02-27 21:06:43.832,+02.503101
2026-02-27 21:06:45.834,+02.503107
2026-02-27 21:06:47.836,+02.503109
2026-02-27 21:06:49.839,+02.503102
2026-02-27 21:06:51.841,+02.503100
2026-02-27 21:06:53.833,+02.503112
2026-02-27 21:06:55.835,+02.503105
2026-02-27 21:06:57.838,+02.503099
2026-02-27 21:06:59.840,+02.503108
2026-02-27 21:07:01.832,+02.503105
2026-02-27 21:07:03.834,+02.503115
2026-02-27 21:07:05.837,+02.503114
2026-02-27 21:07:07.839,+02.503126
2026-02-27 21:07:09.831,+02.503122
2026-02-27 21:07:11.833,+02.503139
2026-02-27 21:07:13.835,+02.503137
2026-02-27 21:07:15.838,+02.503126
2026-02-27 21:07:17.831,+02.503116
2026-02-27 21:07:19.832,+02.503121
2026-02-27 21:07:21.835,+02.503114
2026-02-27 21:07:23.837,+02.503114
2026-02-27 21:07:25.840,+02.503118
2026-02-27 21:07:27.831,+02.503135
2026-02-27 21:07:29.834,+02.503124
2026-02-27 21:07:31.836,+02.503128
2026-02-27 21:07:33.838,+02.503112
2026-02-27 21:07:35.831,+02.503097
2026-02-27 21:07:37.833,+02.503077
2026-02-27 21:07:39.835,+02.503085
2026-02-27 21:07:41.837,+02.503087
2026-02-27 21:07:43.830,+02.503086
2026-02-27 21:07:45.832,+02.503098
2026-02-27 21:07:47.835,+02.503099
2026-02-27 21:07:49.837,+02.503091
2026-02-27 21:07:51.829,+02.503103
2026-02-27 21:07:53.831,+02.503115
2026-02-27 21:07:55.833,+02.503118
2026-02-27 21:07:57.835,+02.503120
2026-02-27 21:07:59.838,+02.503137
2026-02-27 21:08:01.830,+02.503137
2026-02-27 21:08:03.832,+02.503132
2026-02-27 21:08:05.835,+02.503124
2026-02-27 21:08:07.837,+02.503121
2026-02-27 21:08:09.829,+02.503119
2026-02-27 21:08:11.831,+02.503108
2026-02-27 21:08:13.834,+02.503121
2026-02-27 21:08:15.836,+02.503109
2026-02-27 21:08:17.828,+02.502854
2026-02-27 21:08:19.830,+02.502836
2026-02-27 21:08:21.832,+02.502844
2026-02-27 21:08:23.835,+02.502849
2026-02-27 21:08:25.827,+02.502844
2026-02-27 21:08:27.829,+02.502846
2026-02-27 21:08:29.832,+02.502848
2026-02-27 21:08:31.834,+02.502847
2026-02-27 21:08:33.836,+02.502847
2026-02-27 21:08:35.829,+02.502844
2026-02-27 21:08:37.831,+02.502841
2026-02-27 21:08:39.833,+02.502848
2026-02-27 21:08:41.836,+02.502844
2026-02-27 21:08:43.827,+02.502848
2026-02-27 21:08:45.830,+02.502847
2026-02-27 21:08:47.832,+02.502846
2026-02-27 21:08:49.834,+02.502848
2026-02-27 21:08:51.827,+02.502840
2026-02-27 21:08:53.829,+02.502843
2026-02-27 21:08:55.831,+02.502849
2026-02-27 21:08:57.833,+02.502844
2026-02-27 21:08:59.836,+02.502841
2026-02-27 21:09:01.828,+02.502835
2026-02-27 21:09:03.830,+02.502823
2026-02-27 21:09:05.832,+02.502829
2026-02-27 21:09:07.835,+02.502820
2026-02-27 21:09:09.827,+02.502820
2026-02-27 21:09:11.829,+02.502825
2026-02-27 21:09:13.832,+02.502822
